park,hour,weekday,season,Term,cars
Thunderbird,20,Tuesday,Winter,0.0,23.0
Thunderbird,20,Tuesday,Winter,1.0,
Thunderbird,20,Tuesday,Winter,2.0,159.0
Thunderbird,20,Wednesday,Fall,0.0,56.0
Thunderbird,20,Wednesday,Fall,1.0,
Thunderbird,20,Wednesday,Fall,2.0,274.0
Thunderbird,20,Wednesday,Spring,0.0,112.0
Thunderbird,20,Wednesday,Spring,1.0,89.0
Thunderbird,20,Wednesday,Spring,2.0,177.0
Thunderbird,20,Wednesday,Summer,0.0,48.0
Thunderbird,20,Wednesday,Summer,1.0,82.0
Thunderbird,20,Wednesday,Summer,2.0,
Thunderbird,20,Wednesday,Winter,0.0,42.0
Thunderbird,20,Wednesday,Winter,1.0,
Thunderbird,20,Wednesday,Winter,2.0,186.0
Thunderbird,20,Thursday,Fall,0.0,60.0
Thunderbird,20,Thursday,Fall,1.0,
Thunderbird,20,Thursday,Fall,2.0,257.0
Thunderbird,20,Thursday,Spring,0.0,92.0
Thunderbird,20,Thursday,Spring,1.0,116.0
Thunderbird,20,Thursday,Spring,2.0,213.0
Thunderbird,20,Thursday,Summer,0.0,60.0
Thunderbird,20,Thursday,Summer,1.0,126.0
Thunderbird,20,Thursday,Summer,2.0,
Thunderbird,20,Thursday,Winter,0.0,46.0
Thunderbird,20,Thursday,Winter,1.0,
Thunderbird,20,Thursday,Winter,2.0,223.0
Thunderbird,20,Friday,Fall,0.0,64.0
Thunderbird,20,Friday,Fall,1.0,
Thunderbird,20,Friday,Fall,2.0,245.0
Thunderbird,20,Friday,Spring,0.0,108.0
Thunderbird,20,Friday,Spring,1.0,91.0
Thunderbird,20,Friday,Spring,2.0,172.0
Thunderbird,20,Friday,Summer,0.0,78.0
Thunderbird,20,Friday,Summer,1.0,109.0
Thunderbird,20,Friday,Summer,2.0,
Thunderbird,20,Friday,Winter,0.0,29.0
Thunderbird,20,Friday,Winter,1.0,
Thunderbird,20,Friday,Winter,2.0,192.0
Thunderbird,20,Saturday,Fall,0.0,68.0
Thunderbird,20,Saturday,Fall,1.0,
Thunderbird,20,Saturday,Fall,2.0,230.0
Thunderbird,20,Saturday,Spring,0.0,113.0
Thunderbird,20,Saturday,Spring,1.0,66.0
Thunderbird,20,Saturday,Spring,2.0,102.0
Thunderbird,20,Saturday,Summer,0.0,73.0
Thunderbird,20,Saturday,Summer,1.0,92.0
Thunderbird,20,Saturday,Summer,2.0,
Thunderbird,20,Saturday,Winter,0.0,27.0
Thunderbird,20,Saturday,Winter,1.0,
Thunderbird,20,Saturday,Winter,2.0,170.0
Thunderbird,20,Sunday,Fall,0.0,52.0
Thunderbird,20,Sunday,Fall,1.0,
Thunderbird,20,Sunday,Fall,2.0,163.0
Thunderbird,20,Sunday,Spring,0.0,57.0
Thunderbird,20,Sunday,Spring,1.0,66.0
Thunderbird,20,Sunday,Spring,2.0,127.0
Thunderbird,20,Sunday,Summer,0.0,77.0
Thunderbird,20,Sunday,Summer,1.0,85.0
Thunderbird,20,Sunday,Summer,2.0,
Thunderbird,20,Sunday,Winter,0.0,33.0
Thunderbird,20,Sunday,Winter,1.0,
Thunderbird,20,Sunday,Winter,2.0,168.0
Thunderbird,21,Monday,Fall,0.0,16.0
Thunderbird,21,Monday,Fall,1.0,
Thunderbird,21,Monday,Fall,2.0,159.0
Thunderbird,21,Monday,Spring,0.0,268.0
Thunderbird,21,Monday,Spring,1.0,51.0
Thunderbird,21,Monday,Spring,2.0,93.0
Thunderbird,21,Monday,Summer,0.0,35.0
Thunderbird,21,Monday,Summer,1.0,43.0
Thunderbird,21,Monday,Summer,2.0,
Thunderbird,21,Monday,Winter,0.0,11.0
Thunderbird,21,Monday,Winter,1.0,
Thunderbird,21,Monday,Winter,2.0,112.0
Thunderbird,21,Tuesday,Fall,0.0,
Thunderbird,21,Tuesday,Fall,1.0,
Thunderbird,21,Tuesday,Fall,2.0,190.0
Thunderbird,21,Tuesday,Spring,0.0,75.0
Thunderbird,21,Tuesday,Spring,1.0,157.0
Thunderbird,21,Tuesday,Spring,2.0,108.0
Thunderbird,21,Tuesday,Summer,0.0,141.0
Thunderbird,21,Tuesday,Summer,1.0,56.0
Thunderbird,21,Tuesday,Summer,2.0,
Thunderbird,21,Tuesday,Winter,0.0,19.0
Thunderbird,21,Tuesday,Winter,1.0,
Thunderbird,21,Tuesday,Winter,2.0,129.0
Thunderbird,21,Wednesday,Fall,0.0,42.0
Thunderbird,21,Wednesday,Fall,1.0,
Thunderbird,21,Wednesday,Fall,2.0,215.0
Thunderbird,21,Wednesday,Spring,0.0,101.0
Thunderbird,21,Wednesday,Spring,1.0,71.0
Thunderbird,21,Wednesday,Spring,2.0,133.0
Thunderbird,21,Wednesday,Summer,0.0,33.0
Thunderbird,21,Wednesday,Summer,1.0,67.0
Thunderbird,21,Wednesday,Summer,2.0,
Thunderbird,21,Wednesday,Winter,0.0,32.0
Thunderbird,21,Wednesday,Winter,1.0,
Thunderbird,21,Wednesday,Winter,2.0,146.0
Thunderbird,21,Thursday,Fall,0.0,42.0
Thunderbird,21,Thursday,Fall,1.0,
Thunderbird,21,Thursday,Fall,2.0,206.0
Thunderbird,21,Thursday,Spring,0.0,75.0
Thunderbird,21,Thursday,Spring,1.0,90.0
Thunderbird,21,Thursday,Spring,2.0,167.0
Thunderbird,21,Thursday,Summer,0.0,54.0
Thunderbird,21,Thursday,Summer,1.0,111.0
Thunderbird,21,Thursday,Summer,2.0,
Thunderbird,21,Thursday,Winter,0.0,36.0
Thunderbird,21,Thursday,Winter,1.0,
Thunderbird,21,Thursday,Winter,2.0,186.0
Thunderbird,21,Friday,Fall,0.0,54.0
Thunderbird,21,Friday,Fall,1.0,
Thunderbird,21,Friday,Fall,2.0,229.0
Thunderbird,21,Friday,Spring,0.0,104.0
Thunderbird,21,Friday,Spring,1.0,81.0
Thunderbird,21,Friday,Spring,2.0,155.0
Thunderbird,21,Friday,Summer,0.0,70.0
Thunderbird,21,Friday,Summer,1.0,103.0
Thunderbird,21,Friday,Summer,2.0,
Thunderbird,21,Friday,Winter,0.0,25.0
Thunderbird,21,Friday,Winter,1.0,
Thunderbird,21,Friday,Winter,2.0,175.0
Thunderbird,21,Saturday,Fall,0.0,59.0
Thunderbird,21,Saturday,Fall,1.0,
Thunderbird,21,Saturday,Fall,2.0,223.0
Thunderbird,21,Saturday,Spring,0.0,111.0
Thunderbird,21,Saturday,Spring,1.0,66.0
Thunderbird,21,Saturday,Spring,2.0,92.0
Thunderbird,21,Saturday,Summer,0.0,66.0
Thunderbird,21,Saturday,Summer,1.0,90.0
Thunderbird,21,Saturday,Summer,2.0,
Thunderbird,21,Saturday,Winter,0.0,23.0
Thunderbird,21,Saturday,Winter,1.0,
Thunderbird,21,Saturday,Winter,2.0,163.0
Thunderbird,21,Sunday,Fall,0.0,48.0
Thunderbird,21,Sunday,Fall,1.0,
Thunderbird,21,Sunday,Fall,2.0,156.0
Thunderbird,21,Sunday,Spring,0.0,52.0
Thunderbird,21,Sunday,Spring,1.0,62.0
Thunderbird,21,Sunday,Spring,2.0,134.0
Thunderbird,21,Sunday,Summer,0.0,72.0
Thunderbird,21,Sunday,Summer,1.0,82.0
Thunderbird,21,Sunday,Summer,2.0,
Thunderbird,21,Sunday,Winter,0.0,34.0
Thunderbird,21,Sunday,Winter,1.0,
Thunderbird,21,Sunday,Winter,2.0,159.0
Thunderbird,22,Monday,Fall,0.0,11.0
Thunderbird,22,Monday,Fall,1.0,
Thunderbird,22,Monday,Fall,2.0,116.0
Thunderbird,22,Monday,Spring,0.0,152.0
Thunderbird,22,Monday,Spring,1.0,32.0
Thunderbird,22,Monday,Spring,2.0,69.0
Thunderbird,22,Monday,Summer,0.0,24.0
Thunderbird,22,Monday,Summer,1.0,30.0
Thunderbird,22,Monday,Summer,2.0,
Thunderbird,22,Monday,Winter,0.0,8.0
Thunderbird,22,Monday,Winter,1.0,
Thunderbird,22,Monday,Winter,2.0,81.0
Thunderbird,22,Tuesday,Fall,0.0,
Thunderbird,22,Tuesday,Fall,1.0,
Thunderbird,22,Tuesday,Fall,2.0,151.0
Thunderbird,22,Tuesday,Spring,0.0,57.0
Thunderbird,22,Tuesday,Spring,1.0,139.0
Thunderbird,22,Tuesday,Spring,2.0,82.0
Thunderbird,22,Tuesday,Summer,0.0,30.0
Thunderbird,22,Tuesday,Summer,1.0,43.0
Thunderbird,22,Tuesday,Summer,2.0,
Thunderbird,22,Tuesday,Winter,0.0,15.0
Thunderbird,22,Tuesday,Winter,1.0,
Thunderbird,22,Tuesday,Winter,2.0,104.0
Thunderbird,22,Wednesday,Fall,0.0,34.0
Thunderbird,22,Wednesday,Fall,1.0,
Thunderbird,22,Wednesday,Fall,2.0,173.0
Thunderbird,22,Wednesday,Spring,0.0,73.0
Thunderbird,22,Wednesday,Spring,1.0,52.0
Thunderbird,22,Wednesday,Spring,2.0,97.0
Thunderbird,22,Wednesday,Summer,0.0,25.0
Thunderbird,22,Wednesday,Summer,1.0,54.0
Thunderbird,22,Wednesday,Summer,2.0,
Thunderbird,22,Wednesday,Winter,0.0,22.0
Thunderbird,22,Wednesday,Winter,1.0,
Thunderbird,22,Wednesday,Winter,2.0,115.0
Thunderbird,22,Thursday,Fall,0.0,30.0
Thunderbird,22,Thursday,Fall,1.0,
Thunderbird,22,Thursday,Fall,2.0,173.0
Thunderbird,22,Thursday,Spring,0.0,60.0
Thunderbird,22,Thursday,Spring,1.0,72.0
Thunderbird,22,Thursday,Spring,2.0,144.0
Thunderbird,22,Thursday,Summer,0.0,46.0
Thunderbird,22,Thursday,Summer,1.0,87.0
Thunderbird,22,Thursday,Summer,2.0,
Thunderbird,22,Thursday,Winter,0.0,29.0
Thunderbird,22,Thursday,Winter,1.0,
Thunderbird,22,Thursday,Winter,2.0,144.0
Thunderbird,22,Friday,Fall,0.0,32.0
Thunderbird,22,Friday,Fall,1.0,
Thunderbird,22,Friday,Fall,2.0,183.0
Thunderbird,22,Friday,Spring,0.0,99.0
Thunderbird,22,Friday,Spring,1.0,72.0
Thunderbird,22,Friday,Spring,2.0,131.0
Thunderbird,22,Friday,Summer,0.0,55.0
Thunderbird,22,Friday,Summer,1.0,97.0
Thunderbird,22,Friday,Summer,2.0,
Thunderbird,22,Friday,Winter,0.0,26.0
Thunderbird,22,Friday,Winter,1.0,
Thunderbird,22,Friday,Winter,2.0,138.0
Thunderbird,22,Saturday,Fall,0.0,60.0
Thunderbird,22,Saturday,Fall,1.0,
Thunderbird,22,Saturday,Fall,2.0,201.0
Thunderbird,22,Saturday,Spring,0.0,107.0
Thunderbird,22,Saturday,Spring,1.0,62.0
Thunderbird,22,Saturday,Spring,2.0,77.0
Thunderbird,22,Saturday,Summer,0.0,63.0
Thunderbird,22,Saturday,Summer,1.0,89.0
Thunderbird,22,Saturday,Summer,2.0,
Thunderbird,22,Saturday,Winter,0.0,22.0
Thunderbird,22,Saturday,Winter,1.0,
Thunderbird,22,Saturday,Winter,2.0,135.0
Thunderbird,22,Sunday,Fall,0.0,53.0
Thunderbird,22,Sunday,Fall,1.0,
Thunderbird,22,Sunday,Fall,2.0,137.0
Thunderbird,22,Sunday,Spring,0.0,46.0
Thunderbird,22,Sunday,Spring,1.0,60.0
Thunderbird,22,Sunday,Spring,2.0,125.0
Thunderbird,22,Sunday,Summer,0.0,71.0
Thunderbird,22,Sunday,Summer,1.0,81.0
Thunderbird,22,Sunday,Summer,2.0,
Thunderbird,22,Sunday,Winter,0.0,32.0
Thunderbird,22,Sunday,Winter,1.0,
Thunderbird,22,Sunday,Winter,2.0,123.0
Thunderbird,23,Monday,Fall,0.0,7.0
Thunderbird,23,Monday,Fall,1.0,
Thunderbird,23,Monday,Fall,2.0,74.0
Thunderbird,23,Monday,Spring,0.0,39.0
Thunderbird,23,Monday,Spring,1.0,22.0
Thunderbird,23,Monday,Spring,2.0,44.0
Thunderbird,23,Monday,Summer,0.0,18.0
Thunderbird,23,Monday,Summer,1.0,25.0
Thunderbird,23,Monday,Summer,2.0,
Thunderbird,23,Monday,Winter,0.0,9.0
Thunderbird,23,Monday,Winter,1.0,
Thunderbird,23,Monday,Winter,2.0,52.0
Thunderbird,23,Tuesday,Fall,0.0,
Thunderbird,23,Tuesday,Fall,1.0,
Thunderbird,23,Tuesday,Fall,2.0,111.0
Thunderbird,23,Tuesday,Spring,0.0,42.0
Thunderbird,23,Tuesday,Spring,1.0,123.0
Thunderbird,23,Tuesday,Spring,2.0,54.0
Thunderbird,23,Tuesday,Summer,0.0,19.0
Thunderbird,23,Tuesday,Summer,1.0,37.0
Thunderbird,23,Tuesday,Summer,2.0,
Thunderbird,23,Tuesday,Winter,0.0,12.0
Thunderbird,23,Tuesday,Winter,1.0,
Thunderbird,23,Tuesday,Winter,2.0,76.0
Thunderbird,23,Wednesday,Fall,0.0,29.0
Thunderbird,23,Wednesday,Fall,1.0,
Thunderbird,23,Wednesday,Fall,2.0,103.0
Thunderbird,23,Wednesday,Spring,0.0,57.0
Thunderbird,23,Wednesday,Spring,1.0,44.0
Thunderbird,23,Wednesday,Spring,2.0,68.0
Thunderbird,23,Wednesday,Summer,0.0,21.0
Thunderbird,23,Wednesday,Summer,1.0,48.0
Thunderbird,23,Wednesday,Summer,2.0,
Thunderbird,23,Wednesday,Winter,0.0,13.0
Thunderbird,23,Wednesday,Winter,1.0,
Thunderbird,23,Wednesday,Winter,2.0,84.0
Thunderbird,23,Thursday,Fall,0.0,22.0
Thunderbird,23,Thursday,Fall,1.0,
Thunderbird,23,Thursday,Fall,2.0,122.0
Thunderbird,23,Thursday,Spring,0.0,46.0
Thunderbird,23,Thursday,Spring,1.0,62.0
Thunderbird,23,Thursday,Spring,2.0,111.0
Thunderbird,23,Thursday,Summer,0.0,39.0
Thunderbird,23,Thursday,Summer,1.0,60.0
Thunderbird,23,Thursday,Summer,2.0,
Thunderbird,23,Thursday,Winter,0.0,24.0
Thunderbird,23,Thursday,Winter,1.0,
Thunderbird,23,Thursday,Winter,2.0,93.0
Thunderbird,23,Friday,Fall,0.0,21.0
Thunderbird,23,Friday,Fall,1.0,
Thunderbird,23,Friday,Fall,2.0,141.0
Thunderbird,23,Friday,Spring,0.0,50.0
Thunderbird,23,Friday,Spring,1.0,69.0
Thunderbird,23,Friday,Spring,2.0,89.0
Thunderbird,23,Friday,Summer,0.0,48.0
Thunderbird,23,Friday,Summer,1.0,91.0
Thunderbird,23,Friday,Summer,2.0,
Thunderbird,23,Friday,Winter,0.0,23.0
Thunderbird,23,Friday,Winter,1.0,
Thunderbird,23,Friday,Winter,2.0,100.0
Thunderbird,23,Saturday,Fall,0.0,58.0
Thunderbird,23,Saturday,Fall,1.0,
Thunderbird,23,Saturday,Fall,2.0,122.0
Thunderbird,23,Saturday,Spring,0.0,90.0
Thunderbird,23,Saturday,Spring,1.0,59.0
Thunderbird,23,Saturday,Spring,2.0,65.0
Thunderbird,23,Saturday,Summer,0.0,66.0
Thunderbird,23,Saturday,Summer,1.0,82.0
Thunderbird,23,Saturday,Summer,2.0,
Thunderbird,23,Saturday,Winter,0.0,22.0
Thunderbird,23,Saturday,Winter,1.0,
Thunderbird,23,Saturday,Winter,2.0,97.0
Thunderbird,23,Sunday,Fall,0.0,57.0
Thunderbird,23,Sunday,Fall,1.0,
Thunderbird,23,Sunday,Fall,2.0,114.0
Thunderbird,23,Sunday,Spring,0.0,45.0
Thunderbird,23,Sunday,Spring,1.0,61.0
Thunderbird,23,Sunday,Spring,2.0,76.0
Thunderbird,23,Sunday,Summer,0.0,72.0
Thunderbird,23,Sunday,Summer,1.0,79.0
Thunderbird,23,Sunday,Summer,2.0,
Thunderbird,23,Sunday,Winter,0.0,31.0
Thunderbird,23,Sunday,Winter,1.0,
Thunderbird,23,Sunday,Winter,2.0,99.0
University West Blvd,0,Monday,Fall,0.0,10.0
University West Blvd,0,Monday,Fall,1.0,
University West Blvd,0,Monday,Fall,2.0,23.0
University West Blvd,0,Monday,Spring,0.0,2.0
University West Blvd,0,Monday,Spring,1.0,1.0
University West Blvd,0,Monday,Spring,2.0,6.0
University West Blvd,0,Monday,Summer,0.0,6.0
University West Blvd,0,Monday,Summer,1.0,5.0
University West Blvd,0,Monday,Summer,2.0,
University West Blvd,0,Monday,Winter,0.0,11.0
University West Blvd,0,Monday,Winter,1.0,
University West Blvd,0,Monday,Winter,2.0,12.0
University West Blvd,0,Tuesday,Fall,0.0,
University West Blvd,0,Tuesday,Fall,1.0,
University West Blvd,0,Tuesday,Fall,2.0,19.0
University West Blvd,0,Tuesday,Spring,0.0,0.0
University West Blvd,0,Tuesday,Spring,1.0,0.0
University West Blvd,0,Tuesday,Spring,2.0,1.0
University West Blvd,0,Tuesday,Summer,0.0,5.0
University West Blvd,0,Tuesday,Summer,1.0,2.0
University West Blvd,0,Tuesday,Summer,2.0,
University West Blvd,0,Tuesday,Winter,0.0,6.0
University West Blvd,0,Tuesday,Winter,1.0,
University West Blvd,0,Tuesday,Winter,2.0,4.0
University West Blvd,0,Wednesday,Fall,0.0,10.0
University West Blvd,0,Wednesday,Fall,1.0,
University West Blvd,0,Wednesday,Fall,2.0,20.0
University West Blvd,0,Wednesday,Spring,0.0,2.0
University West Blvd,0,Wednesday,Spring,1.0,1.0
University West Blvd,0,Wednesday,Spring,2.0,2.0
University West Blvd,0,Wednesday,Summer,0.0,6.0
University West Blvd,0,Wednesday,Summer,1.0,2.0
University West Blvd,0,Wednesday,Summer,2.0,
University West Blvd,0,Wednesday,Winter,0.0,8.0
University West Blvd,0,Wednesday,Winter,1.0,
University West Blvd,0,Wednesday,Winter,2.0,4.0
University West Blvd,0,Thursday,Fall,0.0,13.0
University West Blvd,0,Thursday,Fall,1.0,
University West Blvd,0,Thursday,Fall,2.0,19.0
University West Blvd,0,Thursday,Spring,0.0,3.0
University West Blvd,0,Thursday,Spring,1.0,1.0
University West Blvd,0,Thursday,Spring,2.0,6.0
University West Blvd,0,Thursday,Summer,0.0,10.0
University West Blvd,0,Thursday,Summer,1.0,6.0
University West Blvd,0,Thursday,Summer,2.0,
University West Blvd,0,Thursday,Winter,0.0,9.0
University West Blvd,0,Thursday,Winter,1.0,
University West Blvd,0,Thursday,Winter,2.0,8.0
University West Blvd,0,Friday,Fall,0.0,8.0
University West Blvd,0,Friday,Fall,1.0,
University West Blvd,0,Friday,Fall,2.0,15.0
University West Blvd,0,Friday,Spring,0.0,2.0
University West Blvd,0,Friday,Spring,1.0,1.0
University West Blvd,0,Friday,Spring,2.0,5.0
University West Blvd,0,Friday,Summer,0.0,6.0
University West Blvd,0,Friday,Summer,1.0,5.0
University West Blvd,0,Friday,Summer,2.0,
University West Blvd,0,Friday,Winter,0.0,8.0
University West Blvd,0,Friday,Winter,1.0,
University West Blvd,0,Friday,Winter,2.0,8.0
University West Blvd,0,Saturday,Fall,0.0,11.0
University West Blvd,0,Saturday,Fall,1.0,
University West Blvd,0,Saturday,Fall,2.0,20.0
University West Blvd,0,Saturday,Spring,0.0,2.0
University West Blvd,0,Saturday,Spring,1.0,2.0
University West Blvd,0,Saturday,Spring,2.0,6.0
University West Blvd,0,Saturday,Summer,0.0,6.0
University West Blvd,0,Saturday,Summer,1.0,6.0
University West Blvd,0,Saturday,Summer,2.0,
University West Blvd,0,Saturday,Winter,0.0,9.0
University West Blvd,0,Saturday,Winter,1.0,
University West Blvd,0,Saturday,Winter,2.0,9.0
University West Blvd,0,Sunday,Fall,0.0,13.0
University West Blvd,0,Sunday,Fall,1.0,
University West Blvd,0,Sunday,Fall,2.0,23.0
University West Blvd,0,Sunday,Spring,0.0,2.0
University West Blvd,0,Sunday,Spring,1.0,1.0
University West Blvd,0,Sunday,Spring,2.0,6.0
University West Blvd,0,Sunday,Summer,0.0,7.0
University West Blvd,0,Sunday,Summer,1.0,9.0
University West Blvd,0,Sunday,Summer,2.0,
University West Blvd,0,Sunday,Winter,0.0,11.0
University West Blvd,0,Sunday,Winter,1.0,
University West Blvd,0,Sunday,Winter,2.0,13.0
University West Blvd,1,Monday,Fall,0.0,7.0
University West Blvd,1,Monday,Fall,1.0,
University West Blvd,1,Monday,Fall,2.0,22.0
University West Blvd,1,Monday,Spring,0.0,2.0
University West Blvd,1,Monday,Spring,1.0,0.0
University West Blvd,1,Monday,Spring,2.0,6.0
University West Blvd,1,Monday,Summer,0.0,6.0
University West Blvd,1,Monday,Summer,1.0,5.0
University West Blvd,1,Monday,Summer,2.0,
University West Blvd,1,Monday,Winter,0.0,11.0
University West Blvd,1,Monday,Winter,1.0,
University West Blvd,1,Monday,Winter,2.0,12.0
University West Blvd,1,Tuesday,Fall,0.0,
University West Blvd,1,Tuesday,Fall,1.0,
University West Blvd,1,Tuesday,Fall,2.0,19.0
University West Blvd,1,Tuesday,Spring,0.0,0.0
University West Blvd,1,Tuesday,Spring,1.0,0.0
University West Blvd,1,Tuesday,Spring,2.0,1.0
University West Blvd,1,Tuesday,Summer,0.0,5.0
University West Blvd,1,Tuesday,Summer,1.0,2.0
University West Blvd,1,Tuesday,Summer,2.0,
University West Blvd,1,Tuesday,Winter,0.0,6.0
University West Blvd,1,Tuesday,Winter,1.0,
University West Blvd,1,Tuesday,Winter,2.0,4.0
University West Blvd,1,Wednesday,Fall,0.0,9.0
University West Blvd,1,Wednesday,Fall,1.0,
University West Blvd,1,Wednesday,Fall,2.0,19.0
University West Blvd,1,Wednesday,Spring,0.0,2.0
University West Blvd,1,Wednesday,Spring,1.0,0.0
University West Blvd,1,Wednesday,Spring,2.0,2.0
University West Blvd,1,Wednesday,Summer,0.0,6.0
University West Blvd,1,Wednesday,Summer,1.0,2.0
University West Blvd,1,Wednesday,Summer,2.0,
University West Blvd,1,Wednesday,Winter,0.0,8.0
University West Blvd,1,Wednesday,Winter,1.0,
University West Blvd,1,Wednesday,Winter,2.0,4.0
University West Blvd,1,Thursday,Fall,0.0,10.0
University West Blvd,1,Thursday,Fall,1.0,
University West Blvd,1,Thursday,Fall,2.0,17.0
University West Blvd,1,Thursday,Spring,0.0,1.0
University West Blvd,1,Thursday,Spring,1.0,0.0
University West Blvd,1,Thursday,Spring,2.0,5.0
University West Blvd,1,Thursday,Summer,0.0,8.0
University West Blvd,1,Thursday,Summer,1.0,5.0
University West Blvd,1,Thursday,Summer,2.0,
University West Blvd,1,Thursday,Winter,0.0,9.0
University West Blvd,1,Thursday,Winter,1.0,
University West Blvd,1,Thursday,Winter,2.0,7.0
University West Blvd,1,Friday,Fall,0.0,7.0
University West Blvd,1,Friday,Fall,1.0,
University West Blvd,1,Friday,Fall,2.0,15.0
University West Blvd,1,Friday,Spring,0.0,2.0
University West Blvd,1,Friday,Spring,1.0,0.0
University West Blvd,1,Friday,Spring,2.0,5.0
University West Blvd,1,Friday,Summer,0.0,6.0
University West Blvd,1,Friday,Summer,1.0,4.0
University West Blvd,1,Friday,Summer,2.0,
University West Blvd,1,Friday,Winter,0.0,8.0
University West Blvd,1,Friday,Winter,1.0,
University West Blvd,1,Friday,Winter,2.0,8.0
University West Blvd,1,Saturday,Fall,0.0,11.0
University West Blvd,1,Saturday,Fall,1.0,
University West Blvd,1,Saturday,Fall,2.0,19.0
University West Blvd,1,Saturday,Spring,0.0,1.0
University West Blvd,1,Saturday,Spring,1.0,1.0
University West Blvd,1,Saturday,Spring,2.0,5.0
University West Blvd,1,Saturday,Summer,0.0,5.0
University West Blvd,1,Saturday,Summer,1.0,5.0
University West Blvd,1,Saturday,Summer,2.0,
University West Blvd,1,Saturday,Winter,0.0,9.0
University West Blvd,1,Saturday,Winter,1.0,
University West Blvd,1,Saturday,Winter,2.0,9.0
University West Blvd,1,Sunday,Fall,0.0,9.0
University West Blvd,1,Sunday,Fall,1.0,
University West Blvd,1,Sunday,Fall,2.0,22.0
University West Blvd,1,Sunday,Spring,0.0,2.0
University West Blvd,1,Sunday,Spring,1.0,1.0
University West Blvd,1,Sunday,Spring,2.0,6.0
University West Blvd,1,Sunday,Summer,0.0,6.0
University West Blvd,1,Sunday,Summer,1.0,6.0
University West Blvd,1,Sunday,Summer,2.0,
University West Blvd,1,Sunday,Winter,0.0,10.0
University West Blvd,1,Sunday,Winter,1.0,
University West Blvd,1,Sunday,Winter,2.0,13.0
University West Blvd,2,Monday,Fall,0.0,6.0
University West Blvd,2,Monday,Fall,1.0,
University West Blvd,2,Monday,Fall,2.0,22.0
University West Blvd,2,Monday,Spring,0.0,2.0
University West Blvd,2,Monday,Spring,1.0,0.0
University West Blvd,2,Monday,Spring,2.0,6.0
University West Blvd,2,Monday,Summer,0.0,6.0
University West Blvd,2,Monday,Summer,1.0,4.0
University West Blvd,2,Monday,Summer,2.0,
University West Blvd,2,Monday,Winter,0.0,11.0
University West Blvd,2,Monday,Winter,1.0,
University West Blvd,2,Monday,Winter,2.0,12.0
University West Blvd,2,Tuesday,Fall,0.0,
University West Blvd,2,Tuesday,Fall,1.0,
University West Blvd,2,Tuesday,Fall,2.0,19.0
University West Blvd,2,Tuesday,Spring,0.0,0.0
University West Blvd,2,Tuesday,Spring,1.0,0.0
University West Blvd,2,Tuesday,Spring,2.0,1.0
University West Blvd,2,Tuesday,Summer,0.0,5.0
University West Blvd,2,Tuesday,Summer,1.0,2.0
University West Blvd,2,Tuesday,Summer,2.0,
University West Blvd,2,Tuesday,Winter,0.0,6.0
University West Blvd,2,Tuesday,Winter,1.0,
University West Blvd,2,Tuesday,Winter,2.0,4.0
University West Blvd,2,Wednesday,Fall,0.0,6.0
University West Blvd,2,Wednesday,Fall,1.0,
University West Blvd,2,Wednesday,Fall,2.0,19.0
University West Blvd,2,Wednesday,Spring,0.0,1.0
University West Blvd,2,Wednesday,Spring,1.0,0.0
University West Blvd,2,Wednesday,Spring,2.0,1.0
University West Blvd,2,Wednesday,Summer,0.0,5.0
University West Blvd,2,Wednesday,Summer,1.0,2.0
University West Blvd,2,Wednesday,Summer,2.0,
University West Blvd,2,Wednesday,Winter,0.0,8.0
University West Blvd,2,Wednesday,Winter,1.0,
University West Blvd,2,Wednesday,Winter,2.0,4.0
University West Blvd,2,Thursday,Fall,0.0,8.0
University West Blvd,2,Thursday,Fall,1.0,
University West Blvd,2,Thursday,Fall,2.0,16.0
University West Blvd,2,Thursday,Spring,0.0,1.0
University West Blvd,2,Thursday,Spring,1.0,0.0
University West Blvd,2,Thursday,Spring,2.0,4.0
University West Blvd,2,Thursday,Summer,0.0,8.0
University West Blvd,2,Thursday,Summer,1.0,4.0
University West Blvd,2,Thursday,Summer,2.0,
University West Blvd,2,Thursday,Winter,0.0,8.0
University West Blvd,2,Thursday,Winter,1.0,
University West Blvd,2,Thursday,Winter,2.0,7.0
University West Blvd,2,Friday,Fall,0.0,6.0
University West Blvd,2,Friday,Fall,1.0,
University West Blvd,2,Friday,Fall,2.0,15.0
University West Blvd,2,Friday,Spring,0.0,2.0
University West Blvd,2,Friday,Spring,1.0,0.0
University West Blvd,2,Friday,Spring,2.0,5.0
University West Blvd,2,Friday,Summer,0.0,5.0
University West Blvd,2,Friday,Summer,1.0,3.0
University West Blvd,2,Friday,Summer,2.0,
University West Blvd,2,Friday,Winter,0.0,8.0
University West Blvd,2,Friday,Winter,1.0,
University West Blvd,2,Friday,Winter,2.0,8.0
University West Blvd,2,Saturday,Fall,0.0,10.0
University West Blvd,2,Saturday,Fall,1.0,
University West Blvd,2,Saturday,Fall,2.0,18.0
University West Blvd,2,Saturday,Spring,0.0,1.0
University West Blvd,2,Saturday,Spring,1.0,0.0
University West Blvd,2,Saturday,Spring,2.0,5.0
University West Blvd,2,Saturday,Summer,0.0,5.0
University West Blvd,2,Saturday,Summer,1.0,4.0
University West Blvd,2,Saturday,Summer,2.0,
University West Blvd,2,Saturday,Winter,0.0,9.0
University West Blvd,2,Saturday,Winter,1.0,
